polaridad,texto
2,#ElPeorAmigoSecretoEs el que le dice a todos quien es su amigo secreto o el que te regala un caramelo diminuto que venció hace 2 meses
0,Bueno Yixing tuvo pocas líneas como siempre pero no voy a andar de pesada. Al menos no esta vez
2,Mamá! No más paneton! No ves que ya he bajado como 8 kilos quieres que los suba en dos días?
0,@PaIestina @CDPalestinoSADP @arayamas @mauroabughosh @palestinalibre quiero un polo así
2,Muy tentada de agarrar el carro manejar un rato al sur estar en la playita y luego volver. Pero son la una
2,Que mensajito alentador me mandaron
2,Ptmr hoy se presenta trébol clan y recuerdo que en gotica se presentó y fue la última vez que lo vi y hice mi cagada claro
0,Es raro que le sigan dando like a mi comentarios de octubre pero me recuerda por qué lo puse
2,No te diré porque duele tanto sé que no quieres saber lo que pienso ni lo que diré ni mis motivos Tu eres realmente bueno para mi
2,Yo dije que ayer no debí salir pero es que AGGGGG matenme solol soy un ser humano pero esta vez sí LA cague BIEN feo
0,Ayer mi profe me ubicó y fue genial hablar de tantos proyectos en verdad de la nada nos encontramos con personas que nos motivan
1,Todo pudo ser tan bonito
0,Hoy es feriado y el trafico será menos igual o mayor en Lima allá vamos con Fe
2,Tengo conocidos y familiares que votaron por #Keiko pero en estos 5 meses la mayoría siente que cometió un error lo cual me alegra
2,Yo quiero una familia así #ModernFamily
2,Mi bebé primero reniega porque tiene hambre y cuando ya comió un montón reniega porque está muy llena. La más linda es
1,Estoy con todos los sentimientos odio las despedidas y hoy estaré muy emocional. Con fe mi último día aquí y nuevos retos por venir
2,Por esos amigos que les dices que estas triste y ya te están planeando las salidas hasta los viajes a futuro con ellos Como los quiero
1,@LinkinParkPeru sería genial...Tengo q ir cotizando mis órganos por q si es cierto voy si o si queda sentenciado! #LinkinParkenPeru2017
1,Me estoy muriendo. Ojalá mi jefa me haga trabajar viernes y sábado en la mañana. Porque cerrar va a ser fatal
0,Que ganas de cagarla y decirle a mis papás que no se quedó donde una amiga si no donde su nuevo novio
2,Por siempre estarás en los mejores y peores momentos de mi vida porque en esos precisos momentos siempre estabas para mi
2,@FerReynaOFICIAL Tambien un buen domingo para ti Fercito y que tengas una linda semana amigo lleno de aventuras  Saludos de mis tías
1,Dar gracias y reconocer todo lo que tenemos es el primer paso para tener una vida de plenitud y llena de felicidad. Todo lo demás llegará
2,He llegado a mi casa (AL FIN) y el dolor del sacro ha empezado a agudirzarse
0,@magdyelugaz q lindo verte llevando la alegria a las familias y niños en esas fiestas espero que la pases lindo amiga Te deseo lo mejor
1,Waze renunció a ser guía en le trafico limeño le llego y se arrancó Lima y su trafico del mal jaja
2,Que ganas de estrellar un ladrillo en la cabeza de mi jefe tirar la puta computadora por la ventana y quemar el lugar
0,Hoy todos en la oficina se han burlado porque le he pedido a mi amigos secreto #PokemonMoon me siento "buliado"
0,@monicaventas hola Monica tus libros (versión papel) se venden en Perú? Lo tenemos que dar como lectura obligada a nuestros vendedores
2,@PonyGaJr si algo a si parecia eso fue raro .__. pero es un video igual sabemos ellos dos estan juntitos y estan bien
2,Estoy segura que esta fue mi última entrevista a Jaime Saavedra como ministro de Educación. Vamos a perder un gran ministro.
0,.@Taxibeat_Lima hola envié un correo debido a que mi usuario está supendido. Quisiera me ayuden con el inconveniente. Gracias
2,@SoyCaracola si lugar de incalculables arrochadas
0,@elsacasas no lo aprendes ni en el cole ni en la universidad ni haciendo 100 posgrados. O naces o no. Es congénito
2,Este mes es muy difícil 1er año de fallecida de mi sobrina cumpleaños de mi Madre y mi hermana
0,fue algo parecido al amor
2,La luna de nuevo #cielodespejado #smp
2,@AnaBelenDoll lo pasaron lindo ayer?
2,Ahora van a salir a decir que avanzamos en las prueba PISA y alianza no campeona ya pues dejen tranquilo al compadre
2,Sigamos siendo felices felices felices
1,Dibujé a Chikorita (mi pokemon fav) y lo malogré con 'mi técnica de pintar con acuarelas'...tmr!
2,Despertar con la noticia de esta terrible tragedia . Dios los tenga en su gloria campeones  sabiduría y resignación para las familias
0,@mena_198 Weee estoy hasta el perno en la U solo me queda salvar lo que pueda también te extraño pishe palo
0,Lo bueno de salir temprano es que puedo almorzar en mi casa o sea comida de verdad
1,@sjostos @andinaurbana justamente ahí es tu equivocada suposición qxq estudió en 1 colegio ficho será pulcro? La religión le importa mda
0,Al principio me dolió ese corazón azul luego recordé cómo era y que no tiene bandera y se me pasó
1,Lo más preocupante es que #Trump no cree en el Cambio climático el líder del mundo libre. La batalla está perdida ahora
0,@musadorada a tu PI? Pues asumo que si. Será tipo conferencia y te daremos certificado. Pasame tu nombre completo
2,recuerdo que hace 20 kilos decía "csm quiero engordar" 20 kilos después me quedé sin shorts + pantalones quiero ser flaco otra vez
2,Qué bonito es entrar a tu correo y que dos empresas al mismo tiempo te confirmen un fuerte auspicio
1,@2820gchu maldito ataque de ansiedad tampoco lo soporto es por eso que los dramas en emisión me hacen sufrir horrores
0,Queda claro que yo solo vivo para viajar~ No necesito casas ni propiedades solo necesito boletos de avión y mi mapita
2,Un sentimiento y sensación hermosa que disfruto segundo a segundo con ganas enormes de abrazarte sin morbo ni nada solo algo tan puro.
1,@IvettlyOficial Yo igual recuerdo que siempre te estaré apoyando en todo a pesar de la distancia siempre estaré aquí.
1,Gente tuitera en Cantagallo hace falta voluntarios y donación de pañales útiles de aseo leche frazadas. Sean buenos y si pueden vayan
2,@richie2492 jajaja claro como olvidarlo!ay ya quisiera pero llego a mi casa a las 10 11pm por mis clases y no puedo ni siquiera ver nada
2,@elcholomena me has hecho llorar con tu video para Cate !! Que bello amor Lograste transmitir tus mejores sentimientos! Vibras para ambos
1,@dbmansilla eso dalo por hecho
2,#CuandoTengoPlata lo gasto todo muy rápido
2,Si tu día esta amargo "pues dale una movida" aveces el azúcar esta en el fondo.
2,@karim0603 jajajaja... yo no insulto a nadie ni bloqueo... yo me comporto en el Twitter como en mi vida normal...
2,Extraño las clases de biblia del Pastor Manzanares y sus no tareas  aún no supero que se haya ido
0,@edelacr7 Ely todo bien? no se nada de ti u.u tengo número nuevo!
2,La fotografía es el medio que te permite reflejar las emociones y conocer a maravillosas personas. Tenlo siempre presente amigo
2,Fue muy bonito postular para el CEUP hacer cosas que nunca pensé que podía en cortísimo tiempo de hecho me enseñó a organizarme. #feliz
1,quiere ser tu luz del día y tu descontrol en la noche mas fría #FanaticaConElTalento sonando @pabloalboran "la escalera" @CarlosJRubiofm
2,@peiperjart por allí me contaron que sera el último work and travel u.u porque eliminarán el tipo de visa que lo permite
0,Hasta las últimas consecuecias #Abrahamers #Lealtad
2,Gente juerguera de tuiter (?) algún lugar recomendable donde pongan reggaeton de la old school por la Lima? Si saben recomiéndeme porfa
2,@ldpilarevolledo tolerancia pilu tolerancia siempre nadie es mejor o peor por la musica que escucha shaky shaky shaky shaky shaky
2,@eunhyukeeprince por eso yo también tengo mis bias.. y apoyo a los demás pero la mayoría del fandom no y pos..
2,@eunhyukeeprince no te preocupes ^^ como dije...ELF puede hacer lo que quiera a mi solo me importa SJ
2,¡HEY TÚ AMANTE DEL HIP HOP! #enmedios te trae lo mejor Entrevista a Paolo Casaña  nuestro #rapero del día .
2,@lauritasole Yo una vez le dibujé unos corazones a mi profe de inglés en el examen final. Igual me jaló
2,Taaaanto que se mueren por saber de mi vamo a dejar que me stalkeen para que luego se puedan ir felices a la mrda
0,Por fin río caray. Después de lo de ayer pensé que me iba a deprimir pero hoy estoy feliz
1,El mejor regalo de hoy aparte de mucha comida Ganó Perú..!!! #VamosPerú #10/11
1,@unforesto @YurikitoKSP lo dice para hacernos sentir mejor u.u jaja...Pero bueno eres más joven tienes mucho por ver y hacer . Éxitos!
2,@walfon_ renato solo va por unos cursitos y juega sus jueguitos marveleros ps al pan pan y al vino vino @RenatoDelgadoR tquiero
2,@mario_hart de parte de mi hermana ella dice que por que no te vuelves a pintar de rubio que asi de rubio te queda mejor piensalo
2,Si solo votaran los #millenials no habría #Brexit Rajoy no hubiese sido reelecto y se habría firmado el Acuerdo de Paz en Colombia.
2,@popstitude nadie quiere escuchar tu (horrible) música. Deberías respetar el área común. (Imbesil) super polite!
0,Comenzando mal la semana enfermandome
0,@SibylCollantes me dejo pensando tu twitt
2,Los días pasan y cada salida es tan genial a tu lado Eres lo máximo y lo mejor que me ha pasado este año.
1,No se con qué rayos pintan la señaletica de las pistas pero mi cuarto apesta a esa huevada
0,Cada vez que escucho "Instituciones" de Sui Generis se me escarapela la piel por lo hermosa que es y también me acuerdo de ti
1,Feliz por las salvadas por el público y la salvada por el jurado canta dms bien pero la veo como solista Aimee era más para #LaBanda
1,Aquí por lo menos no está solo ELF ... En ese entonces...pfff.... solo estaba Cloud
2,Lo que se enojó cuando le dije que me iva a ir a pachanga :v jajajajajaja lindo amiguito resultó ser
0,No es el ayer ni el futuro quien nos determinan sino lo que hacemos en el aquí y el ahora donde todo es posible
2,@mchl1782 @SalitaSin @CharitoObando Mas bien penoso desconocimiento diversas realidades del Perú. Ahora anda preocupada x el clásico(!?)
0,El segundo video del Otaku Fest está a un 60% (?) ;_; Espero esté listo para el día lunes
0,Papá:Yo quería ir al clásico contigo nenapero el domingo juego 3:30pm y otra vez no me verás. Yo: Ay noooo papi
2,@Yeesus_ @laMaquinaPeru @CSerranoTV ya no es lo mismo
0,Cómo todo los VIERNES siempre esperando @Rapperground RAP en la radio a la media noche 12:00am vía los 102.7 FM radio filarmónia yeahh
1,Este es el único día del año en el que me muero de ganas por salir a una disco y no tengo con quién
0,Que día mas agotador.... conferencia laboratorio y clase sin parar y para cerrar el día..... mañana tengo clases full day yeeee!
0,Tan desesperado que hasta stalkea
0,Gracias canal 35 por la entrevista que hice de #Wake estoy muy contenta que mañana me voy por muchos piscos jaja
2,@tenyexrsgone A mi me jode bastante eso créeme y mas aun que de acá ni del hotel salieran no se porque siempre lo mismo
0,@IvettlyOficial Gracias a ti por todo por el cariño que brindas a tus seguidores por ser tan buena por ser como eres simplemente.
1,Ese momento en ronque agarras el sueño profundo y te despiertan de la peor forma .... Que maldad
0,Creo que es la primera vez que no me deprimo por la fecha de mi cumple esta vez la preocupación por mi sustenta le ganó
0,creo que ambos nos seguimos leyendo pues bueno espero estés bien y poder conversar en algún momento éxitos en todo y vibras
1,Amiguitos yo siempre hablo/escribo de la misma forma soy bastante cariñoso ... no te estoy gileando ni quiero algo contigo sí?
2,Antes el Matsuri era gratis despues subio a 10S/. Ahora 20S/ y ahora es limitado Ya nada sera como antes...
0,Y uno que pensaba que no había que hacer inicio a realizar mi escalonado y mil horas para terminar
2,@cineplanet hola me gustaría saber si van a estrenar en Piura la chica del tren espero su gentil respuesta gracias.
2,@ElMiyashiro @elguilledice @angelabandonado @perudirector @recomienda_pe @Andresilvachuy Ya vere tu peliii exitos
1,@odiomistweets No puede ser eso me está pasando en estos momentos hace rato estaba good happy y ahora solo i cry
0,@MarifeCastroR si que bueno les gusto eso buscamos que las personas les guste la interpretación y cosplay muchas gracias a ti
1,@LuzuGames @LuzuVlogs @HelloImLana yo solo quiero saber si tienen mi libreta y los llaveros de llamas que les di son 2 blanca y negra
2,Ptm en serio Rafael se pasa!! En fin mejor no me meto en ese asunto
2,Es bueno aclarar las cosas
2,@neohelden ¿En serio?? Ignoras por convicción esa es una ;lo de intereses de universidades se ha dicho hasta el cansancio.
0,Por Navidad que tus huelepedos te regalen agüita de azahar cosa que te calmas y dejas de enviar DM porque te hicieron LEÑA en Twitter.
0,Que huevada es trabajar feriado
0,Yo también podría subir las fotos de mis comidas y juguitos fit mi rutina en el gym but ¿Cúal es el fin? #genteposera #FelizJueves
0,Ma mira... - Qué? La Paca? Sí cómo supiste? - Porque es lo único que haces.
2,@dane_ng A Ud. parece que sí porque la educación que TODO MUNDO recibe por lo visto le choca de sobremanera.
0,@mikkielias estes donde estes quiero que sea feliz y te quiero ver en la tv SAZÓN MICHELA VUELVE A
2,Viendo la que será de hecho una de las sorpresas del cine peruano del 2017. Nueva sangre para renovar nuestra filmografía nacional
1,Casi el 80% de los pobladores estamos mal ubicados en un terremoto estiman 50 mil muertos en Lima
0,¡Feliz Nuevo Nacimiento! Un infinito GRACIAS por tu Presencia aqui. ¡Un Abrazo Enorme!. Alicia.
1,Hoy estaré en @RadioLaZonaFM en zona de Humor ups! De Amor 90.5 Fm solo para desearles Feliz Navidad y si quieren les doy una noche buena
2,@manu_esu5 @franmezap sí celulares distintos en realidad
2,Helado y maratón de pelis porfa
2,Saber que hay lugares y sueños infinitos por alcanzar este 2017..... Y empezar a planear como alcanzarlos yaaaaa
2,@claudiacisneros ...nada queda de ese Canal N que informaba la verdad cuando todos los medios estaban vendidos que pena
0,Me contaron una historia rara de el significado del uso de anillos de oro plata en que dedo y todo... pero lo he olvidado
2,@AlejoIgoa extraño tus IS con la divaza
0,Lo bonito de esta madrugada fue terminar bailándole a la mamita en otuzco y regina me abrace en el buss porque yo tenia mucho miedo
2,@ArandaPuig lamentó si le parecí prepotente pero simplemente respondí a su afirmaciones erróneas. Puede preguntar cuanto quiera.
2,Al fin se inauguró el nuevo estacionamiento del parque Kennedy! Y será gratis hasta fin de año habrá que ir a probarlo con la bici
1,Solo entré a tw a confirmar la noticia y de verdad fue lo peor! no paro de llorar
0,Queeeeeeeeee rico pude recuperar el sueñooo
1,Se acabó todo tantas anécdotas que quedarán en el recuerdo ... no me gusta llorar frente a la gente ahora que estoy solo imaginense
0,@mariobautista_ te amo mucho ojalá lo supieras
1,Creo que lo mas jodido del 2016 ya me ha pasado y ya estoy lista para lo que venga! jodidamente bien
1,Sin duda ha sido la semana más larga del mundo a su vez ha sido una de las más bellas
1,@rathaly Falleció el perro de mi amigo "Pazuz" por eso lo recuerdo así. No me tires un zapato. Estoy tristita.
0,Hace mucho que tomó buenas decisiones
2,@GeMarines @FlacoRicardo19 que tal mama! Mi madre a veeeeeces cuando me ve cansada me prepara algo caliente igual es linda
1,@IvettlyOficial Tú también eres muy bella gracias por hacer cada día mas hermoso con tu sonrisa y tu forma de ser.
1,@CaELiKe Y que es muy bueno que alguien hable sobre el tema porque muchos no lo hablan debido a que es un tema considerado Tabu.
2,Afortunadamente todo te quepa re-bien Pero este look tuyo no me agradó Pero eso no es primordial tu esencia…
0,Se acuerdan de la canción de la 83line y KangIn? La de Ferrari? Era buena
1,@JustBloomTeam Katy le dió like en instagram y en mis Rt hace dos días los vieron juntos
2,Los miércoles son lindos quedarme en casa hasta las 10am me parece un lujo
1,@venezuelanita Así es un saludo desde Perú! La vida es mejor con un buen vino o un buen café!
1,@RenzoMirandaQ nadie te va a comprar a tus rosaditos problemáticos quédate en Chiclayo a criarlos mejor
0,@unaese esperate que haga caja y te visito tengo planeado que mi 2017 sea un año bien viajero!
2,Aunque no me crean yo quiero mucho a @zorrodeabajo y a @unaese. Como diría mi abuela los montones amontonados. creanmee
2,Siempre se fugan los ex presidentes #Nadine
2,@RenzoMirandaQ JAJAJAJAJAJAJAJA ¿estás racista Rosado? Blanquito y todo te acepto así me discrimines por negra
2,@CaELiKe Que tengas un fantástico día Caeli
1,mis amiguitos drogos no me hablan
2,@corodario Hola Feliz Cumplee pasala genial al lado de tu familia y amigos!! espero me respondas pronto...
1,@cindy_k20 Es que conseguí una buena chamba hasta el 24 de diciembre y necesito el dinerus ¿Nos vemos después de esa fecha?
2,El dolor. Pude tener muchas definiciones pero el dolor de una madre por la repentina partida de un hijo; es un dolor irreparable. #Dolor
0,Extrañar es el peor sentimiento del mundo. Sientes como no puedes hacer nada por estar cerca de quien extrañas.
2,@LaliaB24 No podré concursar entonces y encima el proximo mes se vence mi suscripción al gimnasio.
0,Quiero un pan con salchicha huachana
2,me siento orgullosa de ser tu fan @selenagomez desde hace muchos años ...ese speach lo dijo todo te sigo admirando
1,No es bonito estar sin celular
0,@vivianxhv se alejaron fue doloroso. Zayn dice que se habla poco con Liam. (El único)
0,Que horrible ser tan Celosa
0,El que se suba a mi auto sería feliz si le gusta la música pop a todo volumen
1,@lux_obrien jajaja enserio? a mi no me anda o bueno creo que no la se usar nose
2,Ojala pudiera devolver el tiempo para verte de nuevo para darte un abrazo y nunca soltarte . #IMissYou #MyAngel
0,@TatoGI cada cantante y canción nueva caray
2,Triste aburrido perdido sin saber q hacer solo quiero desaparecer para siempre a nadie le importara no encuentro otra salida...
0,@yuyacst Holaaa yuya hoy es mi cumpleaños PODRIAS MANDARME SALUDOS? Por favor me harias muy feliz
1,Yo solo quiero que me engria
2,Gripe sal de este puerco trabajador
2,No puede ser! Los 2 @cineplanet de #Trujillo cerrados yo quería ver @calichinlapeli @ElMiyashiro
0,Feliz día a todos mis amigos músicos y a todos los músicos en general. Pásanela bonito #Música #Rock #vida #felicidad
1,Cuando todo es felicidad y falla un sector del disco de la laptop y se borran archivos muy importantes de la chamba
2,Creo que soy muy rencorosa
0,@highoncrackyeol Oh ya bloqueé ese número fácil son marcas porque me dijeron algo de que debía una cuenta de más de 3k$ en el banco wtf
2,Buenos días amigos detrás de una sonrisa hay una esperanza que avanza vamos con actitud y Fe
1,Brother en verdad me duele el cuerpo y no tengo la más mínima idea del porqué
0,Tendré que aprender a usar protector... Insolación Lo bueno es que me divertí mucho paseando en bici con mi segunda familia
1,@TatoGI los años no pasan en vano
2,He confundido 'concreto' por 'contrato' y 'espacial' por 'especial' en menos de una semana. ¿Qué mierda me pasa?
2,@cornejorugel31 ya me imagino su calor que debe estar haciendo allá ya me imagino negra
2,Solo emociona la primera etapa
1,@joannabolona que paso? también?... vao a jugar FIFA15 en play 3.. con unas coronas!... hahaha! se vienen mejores días! saludos!
1,Estoy muy feliz por las chicas  todo lo que han crecido en la industria estoy muy feliz las amo con todo mi corazón #5HonAMAs
1,El día del hombre pasó desapercibido por las mujeres si fuera al revés no nos perdonan
2,@AbrahamMateoESP Exacto! Todo lo que él hace lo hace con el corazón y desde el corazón
2,@atvmasnoticias Me parece que Zuckerberg visualiza a Kuczynski como un 'muñequito bailarín' en FB... para indicar cuando estemos felices.
2,Me gustaría pensar que me están haciendo un bluffing de esos que yo haría. Pero algo me dice que no es así
2,@Confianza_SAA pero que muy mala atención en su agencia de #LaOroya mucha gente y pocos asesores
0,@mariomejiah bueno no será troll pero Arana dice que no está de acuerdo paradojas de este congreso estrafalario
0,Como lidiar con un @#&@%#&-@gerente ....aguanta niña sólo 6semanas +
2,Hasta luego Arequipa See you soon (@ Aeropuerto Internacional Alférez Alfredo Rodríguez Ballón (AQP))
2,@MitsukiAuri Estoy en semana de examenes asi que somos dos
2,Me siento estafada con la hamburguesa pensé que era de pollo pero de pollo con pavo 🦃 #nomegusta
0,Que hoy sea un buen día.
1,Después de 5 días! CREO que mi cronograma de viajes por trabajo ya está listo
2,Jamas dejare de pasar una navidad y mucho menos un año nuevo fuera de casa
2,Que tristes son los velorios y entierros mi Papá está llorando peor que un bebito recien nacido
0,Me siento tan estúpido de haber abierto una herida ya cicatrizada a alguien que aún me sigue importando.... lo siento
0,@memepoliticope mientras q no le rompa la ñata o se la venda pateada...ta bien que se relaje mi tocayo gringo
2,@IsabelArtica vamos a juntos en concierto?
2,@luchinrc en todos nuestros centros comerciales
2,Éramos como el agua y el aceito en un momento pero al final llegamos a mezclarnos en un sentimiento mutuo...
1,@AndyCamus8 JAJAJAJAJAJA Hola amigo Andy que ha sido de tu vida ya no te dejas ver
2,@AlvaroQGonz pero es verdah pe!
2,Después de unos cuatro días de ermitaña salir al sol no me hizo muy bien fiebre largate
0,Dateame: albañil bueno bonito y barato please. Pintor de fachada y carpintero. Se agradece!
2,Quiero una ropa de baño entera. Pueden no cobrar MIL soles por un poquito de tela con huequito?.Gracias
0,Trataré de ser positiva este último mes para que no me vaya tan mal como todo el maldito año
2,La profesora se pregunta qué pasa con la segurdad jurídica y yo solo sigo pensando en qué culpa tuvo Fatmagul
2,Estoy emocionado por primera vez realice una llamada internacional a Chile.
1,Esas personas que se aclaman los señores de la lectura -Libro favorito? -Cazadores de sombras #MeCortoUnHuevi
0,Que bonito es ver el amanecer...
1,#LatinaTeMaltrata achachaaaaay primero los "intocables" de los realities y ahora esto se dan cuenta quiénes dirigen la Tv Basura?
0,@jrojasnovoa eso mismo de hecho has logrado un montón porque valoras el esfuerzo y eso es más bien envidiable
1,y recuerda que SIEMPRE mañana será otro día palabras de alguien que siempre estará conmigo
2,Quiero comer algo aunque estoy llena
0,@IvettlyOficial La felicidad también es algo seguro solo debemos buscarla en las pequeñas cosas de la vida.
2,Buena Galdos y eso q la conoces y te cae bien cuando se dara cuenta la flaca por su bien sin joda q va por mal camino
2,Ojalá la capital este tan caliente como dicen esos q se quejan del clima caluroso!!!!
0,Por un momento pensé que #APEC2016 era todos los años en Lima y ya estaba emocionado
2,El camino es duro pero hay que seguir por los sueños
1,Las chicas ya van a salir estoy muy nerviosa y feliz que todo salga bien ⭐
2,#Nunca mas pero q mujer para más insegura Saludos para lizbeth y julver
0,#AMAsTNT @BrunoMars abriendo los AMAS guao!!!  esperando a @ladygaga queen !!! Peru
1,@mijacabello97 feliz cumpleaños que sea el mejor cumpleaños de todos muchas bendiciones y muchos éxitos por siempre
2,@argirltecture_ jajajajajajaj la desesperación pues loca
2,@Jimmychinchay @canalN_ bien sra presidenta se predica con el ejm muy bien!!!!
1,una llegada a Trujillo diferente meditando pensando y mas tarde a disfrutar la solteria
2,Cristalito me regalo una piedrita bonita y me la olvidé en hco
2,realmente hacía un gran trabajo pero dónde sea que esté espero que sepa que apreciamos mucho lo que hacía
1,la culpa la tiene el inutil del partner q m toco  x eso no se si llegare a tiempo a las 4
0,si mal no recuerdo creo este es el último capitulo dónde escucharemos a tanaka kazunari haciendo de ukai
2,@chepibolaa literal e de irme a la m* el asalto de hace un mes repercute en mi sueldo de esta quincena. odio todo csm.
0,Que se junte de nuevo #vozveis
2,@coco_cocain Pero sal... Yo lo hago cuando pasa algo así. Soy el lacra de la familia.
0,creo que hoy será la primera vez que un viernes llegaré temprano a la u será porque es la última clase
2,@dnapa estoy tomándome un jarro REPLETO de eso
2,Tengo ganas de decir una frase políticamente incorrecta: Hoy es... viernes niiiguiii!!!! #blackfriday
2,@YacoEskenaFans hola chicos nos pueden seguir para poderles enviar un DM?
2,Lo peor de mi cumple es que ese día empiezo mis clases de nuevo!!
0,@LimaAventureros q buen se oral !!!! Me encantaría sentir esa boquita recorrer mi pn erecto
1,Lo más triste es que debo llegar a terninar un ensayo para mañana #prayforsergi
0,Amis @EzioOlivaFans el Sáb. estaré en Chimbote x chamba y quiero saber si el chinito bello cantará en evento o privado para ir
2,@IsAlessandra Ale! yo estoy con unos dolores horribles tipo regla jajaes q paro de aquí para allá me es imposible pero llevaré frutita.
2,Extraño a mi novia cuento la hora que queda para verla
0,@IvettlyOficial El descanso también es necesario.
2,Necesito que sea viernes para que paguen. Estoy en la miseria total
0,BUen día ... Hoy será un miércoles pintado de crema y rojo. Vamos por esos 3 puntos  a dejar todo en la cancha #YdaleU @Universitario
2,Y desde Suiza 🇨🇭Nadine desea que todos tengan un gran día Miércoles
2,@vanessasaba75 buen duo con Manolo B. En cuatro linda cancion. . como tantas de mar de copas q estan en el soundtrack de mi vida.
1,Tu conectado y yo ni te comento porque se que no te aparezco y no lo veras @AbrahamMateoMus
2,@peruvianJKlover Que linda y grande que está Holly
1,@KatiaPalmaM Ricardo Arjona es increíble Katii me alegras las noches gracias por tu buen humor tkm
1,Extraño tener WiFi en las noches y no solo tener fb y wa gratis porque no hablo con nadie
2,Estoy tan cansada que no veré ninguna serie cuando llegue a casa
2,Necesito unas salchipapas ahora mismo
2,@HuaweiMobilePe porque mi equipo G8 se calienta demasiado y la bateria se baja rápido
0,Dios santo alexis me ha tenido casi llorando y ahora viene a calmarme ochenta vidas después este chico
2,Lo imposible solo tarda un poco mas cada dia puede ser el comienzo de algo maravilloso es el mañana que tanto t…
2,No necesito más si estoy junto a mi familia. Eternamente agradecida con Ds
1,Cuando te enamoras de cada flaca que pasa. Chimbote era chevere pero no me quirro ir de trujillo.
2,@nandoperu feliz día!! Pásala bonito en familia. Un abrazo fraterno
2,Como cuando estás súper triste y pones un playlist de Camila y Ha Ash . Los de la agencia se van a deprimir
0,@Monilict justo hoy tengo la cena de fin de año del trabajo y vine en vestido
2,Nunca esperes nada bueno de Nadie  es mas bonito vivir así.
1,Es tan feo y sin sabor.
0,#KeikoLaMujerDelAño ... Gracias por poner las bases al partido mas bueno de todos los tiempos. Somos Naranjas
1,JUAS ahora dicen que la paja se la van a hacer con Tracer y su novia. Porque siempre se puede caer más bajo aún ¿no?
2,Mi culpa por comentarle en primer lugar
2,Rt por mi mama q me manda a comprar leche la muy desgraciada jajaj y estoy en él cuarto piso #VideoMTV2016 Abraham Mateo
0,@luisenrique3365 Jeje. El @TuiteroCrema se perfila para periodista deportivo pero si la atina le tendré más respeto desde ya.
2,@MrcdsEatWorld Creí que era el Almost Blue de Chet Baker. Qué luzfloridecepción contigo
0,@YurikitoKSP lo haz asustado al pobre
0,Las Peculiares Riquezas del Norte del Perù.
2,No entiendo hasta hace unos días te hablaba lindo fresh y de la naaada cambian y tú no hiciste nada #Kheeeeeeeeeé #SacandoConclusiones
0,@TheCR_MAN ¿Se refieren a cierto ínclito lanudo no? Digo para poner a enfriar las mías.
2,Tumbes me trae buenos recuerdos
1,@fiorellaaah @siriuscarlos yo solamente me rio con la página de memes hoteleros porque son muy on point
2,Perrita Pelusa en Amazonas perdió sus cachorros y adoptó (robó) dos gatitos recién nacidos para amamantarlos
2,Justo hoy tenia que amanecer enfermo
0,hola chicos perdon por no subir videos estube en fermo pero ahora no y a ya subi uno mirenlo
2,Oye si sobretodo eso de trabajar duro! 2017 se viene con grandes cosas! Porque siempre…
2,Que se te pierda el DNI justo a días de viajar horrible la verdad
0,Es cuestión de actitud de perspectiva y circunstancias. Así que buena cara a los momentos malos
2,Tal parece que murió el embajador ruso en Turquía Violencia engendra violencia: Juan Pablo II
2,Mi jefe siendo un inútil en momentos en los que se necesita una segunda opinión desde que ingresé a este lugar
0,Hola Jefecito @CarlosJRubiofm ya conectada quisiera escuchar "Simplemente tu" y "no podras" de Cristian Castro @Fansdelaradio
2,Me encanta estar de noche en la IC. Lo único malo es que no puedo salir cuando mis amigos salen
1,@verdesrosas receta médica? Full pepas y descanso
2,#ElRegaloQueNuncaLlegó fue el vaquero Wody y su caballo los imprimi ise mi recortable pero no lo niego fui feliz con lo que me alcanzaba
1,@Pao_vales no tiene nada de malo ser coquetos
2,Que horrible sensación cuando se te atasca una pastilla en la garganta #Meduele.
0,→ ¡Ya lo sabes sigue a @Sedapal en sus Redes Sociales! Excelente semana para todos
2,El tipo al que reemplazo se fue dejando todo el área lleno de problemas encima llamo y apaga el celular
0,La final de @YoSoy_Peru esta esta muy interesante
1,Rodrigo es malo me deja sola una semana
0,@YoSoy_Peru la imitadora de Anita Santibañez canta igualito a la original viendo la Final
2,@tanqueAL1196 buena tanque a meter 80 goles x año
1,Que lleguen a hacerte una entrevista la prensa local y yo muerta de sueñito y sin ganas de nada! Ptm.
0,@JKsSpicyLatina Espero que la hayas pasado lindo
1,Que tu primo te llame tan tempranito para que lo ayudes que esta detenido en la comisaria no tiene precio #muerodesueño
0,Por que saben con ella es la única persona que llegaba a la u y empezaba a hablar de 5h y yo 1D
2,Arreglan todo y listo no saben como Sr siente la gente detrás de la pantalla Camila que paso ?? Yo les tenia fe
0,_ Hola _ _ ... _ La quiero. *Un abrazo a las rodillas*
2,@bluesofu noup tu corazón es de oro ese no hay y aparte es único nunca podrían crear uno igual 🤷‍️
1,Shey esta yendo al canal seguro para El gran show y no veré cuentan todos bitches.
2,Hoy tocan los Fabulosos Cadillacs SUM 41 Papa Roach Gondwana Simple Plan y como 20 bandas masny no estoy ahi
2,Que me responda con un ''OK'' es signo patognomónico de que se molestó.
2,Lo unico Navideño que hay en mi casa son las luces del módem
